ReturnID,OrderID,OrderLineID,ReturnDate,ReturnReason,QuantityReturned
902305,505473,1,2024-12-30,Better Price Found,6
902306,503272,2,2024-08-28,Better Price Found,5
902307,513832,5,2026-06-13,Damaged in Shipping,5
902308,504282,1,2024-11-10,Defective,3
902309,508442,4,2025-07-24,Defective,5
902310,513977,2,2026-07-04,Damaged in Shipping,2
902311,508041,2,2025-06-24,Defective,4
902312,507803,1,2025-05-25,Wrong Item,4
902313,505152,5,2024-12-01,Wrong Item,2
902314,513476,2,2026-05-31,Damaged in Shipping,5
902315,505857,3,2024-12-30,Damaged in Shipping,1
902316,509110,2,2025-08-28,No Longer Needed,4
902317,501585,2,2024-05-26,Wrong Item,1
902318,501001,4,2024-03-28,Wrong Item,4
902319,509380,4,2025-09-27,Wrong Item,5
902320,507187,3,2025-04-19,Wrong Item,3
902321,505280,1,2024-12-07,Damaged in Shipping,3
902322,511187,2,2025-12-21,Defective,1
902323,512324,1,2026-03-14,Damaged in Shipping,1
902324,513012,2,2026-04-08,Better Price Found,2
902325,506532,4,2025-03-13,Wrong Item,4
902326,500645,5,2024-03-02,Damaged in Shipping,3
902327,501256,1,2024-04-20,No Longer Needed,1
902328,511862,3,2026-01-20,No Longer Needed,2
902329,504509,2,2024-11-18,Wrong Item,3
902330,512367,2,2026-03-20,Damaged in Shipping,4
902331,509968,3,2025-10-28,Defective,1
902332,508666,2,2025-08-15,Defective,4
902333,506147,4,2025-02-05,Better Price Found,4
902334,501037,2,2024-04-16,Defective,1
902335,508619,4,2025-07-23,Defective,5
902336,510816,2,2025-11-30,Wrong Item,1
902337,512858,1,2026-04-17,Defective,1
902338,512528,2,2026-03-21,Defective,4
902339,514147,1,2026-07-13,Defective,1
902340,513059,5,2026-04-18,Damaged in Shipping,2
902341,502481,3,2024-07-08,Better Price Found,4
902342,509587,1,2025-10-11,Better Price Found,4
902343,500955,4,2024-04-09,Better Price Found,2
902344,505731,2,2025-01-23,Wrong Item,6
902345,511384,1,2026-01-09,No Longer Needed,1
902346,503268,4,2024-08-28,No Longer Needed,5
902347,503618,3,2024-10-02,No Longer Needed,4
902348,512652,1,2026-03-19,No Longer Needed,1
902349,502003,2,2024-06-09,Better Price Found,4
902350,509538,2,2025-10-02,Defective,4
902351,502807,2,2024-07-31,Wrong Item,2
902352,507661,2,2025-06-06,No Longer Needed,3
902353,503560,3,2024-09-30,Better Price Found,3
902354,510945,2,2025-12-22,No Longer Needed,6
902355,504844,1,2024-12-13,No Longer Needed,2
902356,501694,2,2024-06-02,Better Price Found,3
902357,501903,3,2024-05-19,No Longer Needed,5
902358,503394,4,2024-09-22,Wrong Item,3
902359,513433,5,2026-05-11,Defective,1
902360,507817,1,2025-06-05,Better Price Found,4
902361,509895,3,2025-10-19,No Longer Needed,1
902362,507950,1,2025-06-06,Damaged in Shipping,6
902363,509739,1,2025-10-10,No Longer Needed,5
902364,511862,2,2026-02-09,No Longer Needed,1
902365,514280,2,2026-07-27,Better Price Found,4
902366,504149,1,2024-11-02,Damaged in Shipping,6
902367,511601,1,2026-01-01,No Longer Needed,3
902368,513523,3,2026-05-29,Defective,5
902369,512491,1,2026-04-02,Better Price Found,2
902370,509391,3,2025-09-26,Better Price Found,1
902371,511786,5,2026-01-13,Wrong Item,3
902372,506553,1,2025-03-03,Damaged in Shipping,6
902373,508499,3,2025-07-13,Wrong Item,2
902374,503169,4,2024-08-13,No Longer Needed,4
902375,502241,2,2024-06-15,No Longer Needed,1
902376,511502,2,2025-12-25,Defective,5
902377,502441,1,2024-07-17,Better Price Found,4
902378,510529,1,2025-12-07,Defective,6
902379,500719,5,2024-03-21,No Longer Needed,2
902380,506113,5,2025-02-10,Damaged in Shipping,4
902381,509474,2,2025-09-21,No Longer Needed,2
902382,502916,1,2024-07-30,Damaged in Shipping,4
902383,511509,4,2026-01-06,Defective,1
902384,514362,1,2026-08-03,Wrong Item,6
902385,502647,2,2024-07-15,Wrong Item,3
902386,509823,4,2025-10-17,Better Price Found,1
902387,509212,3,2025-09-14,Defective,6
902388,509762,2,2025-10-14,No Longer Needed,2
902389,504576,2,2024-11-26,Better Price Found,2
902390,501031,3,2024-03-25,Damaged in Shipping,5
902391,504137,2,2024-10-26,No Longer Needed,4
902392,510726,1,2025-12-06,No Longer Needed,4
902393,514288,2,2026-07-11,Better Price Found,2
902394,503120,5,2024-08-25,Wrong Item,1
902395,502641,3,2024-07-10,Wrong Item,5
902396,511422,1,2026-01-17,No Longer Needed,4
902397,511142,1,2025-12-21,Better Price Found,1
902398,512579,2,2026-04-07,Defective,4
902399,507978,4,2025-06-22,Better Price Found,1
902400,504705,4,2024-12-08,Wrong Item,4
902401,511780,3,2026-01-06,Damaged in Shipping,3
902402,501755,1,2024-06-06,Damaged in Shipping,3
902403,511144,2,2025-12-08,Defective,3
902404,502089,1,2024-06-01,Defective,4
902405,507128,1,2025-05-04,Damaged in Shipping,1
902406,511472,1,2026-01-08,Defective,4
902407,503906,1,2024-10-16,No Longer Needed,4
902408,513365,4,2026-05-19,Defective,3
902409,505810,1,2024-12-30,Defective,4
902410,500065,1,2024-01-10,Damaged in Shipping,5
902411,510708,1,2025-11-25,Defective,4
902412,510471,1,2025-12-03,Wrong Item,2
902413,502912,1,2024-07-27,Defective,2
902414,514205,4,2026-07-17,Damaged in Shipping,1
902415,502698,3,2024-07-17,Damaged in Shipping,3
902416,512298,1,2026-03-13,No Longer Needed,5
902417,508577,1,2025-07-22,No Longer Needed,1
902418,512525,5,2026-04-01,No Longer Needed,1
902419,509338,3,2025-09-17,Better Price Found,1
902420,508492,1,2025-08-02,Defective,6
902421,505094,1,2024-12-14,Better Price Found,1
902422,506087,3,2025-01-23,Wrong Item,2
902423,500067,1,2024-01-27,Better Price Found,3
902424,513367,2,2026-05-18,No Longer Needed,2
902425,509039,2,2025-08-20,Better Price Found,4
902426,505038,3,2024-12-19,Defective,3
902427,500829,2,2024-04-02,Damaged in Shipping,5
902428,512539,5,2026-03-16,Damaged in Shipping,2
902429,503885,5,2024-10-05,Wrong Item,6
902430,510290,2,2025-11-12,Damaged in Shipping,3
902431,509572,3,2025-10-08,No Longer Needed,4
902432,504394,5,2024-11-12,Wrong Item,2
902433,510796,5,2025-12-08,Damaged in Shipping,2
902434,500134,4,2024-01-26,Damaged in Shipping,3
902435,506287,1,2025-02-05,Defective,4
902436,506902,2,2025-03-30,No Longer Needed,3
902437,501676,2,2024-05-07,No Longer Needed,2
902438,510658,1,2025-12-09,No Longer Needed,5
902439,500527,3,2024-02-24,Damaged in Shipping,3
902440,504085,2,2024-11-01,Defective,1
902441,500398,3,2024-02-04,Defective,3
902442,512195,1,2026-02-24,Wrong Item,5
902443,506783,2,2025-03-30,Better Price Found,1
902444,502635,3,2024-07-19,Better Price Found,1
902445,503025,2,2024-08-10,Defective,2
902446,512604,1,2026-03-25,Better Price Found,1
902447,511735,3,2026-01-03,Better Price Found,4
902448,503761,2,2024-10-01,Defective,5
902449,513186,2,2026-05-15,Better Price Found,2
902450,504542,3,2024-12-04,Better Price Found,3
902451,504749,3,2024-12-09,Wrong Item,4
902452,508066,2,2025-06-11,No Longer Needed,3
902453,512329,2,2026-03-09,Defective,1
902454,504984,2,2024-12-09,Wrong Item,4
902455,505878,2,2025-01-27,Damaged in Shipping,1
902456,503027,1,2024-08-13,Damaged in Shipping,3
902457,511062,3,2025-12-17,Damaged in Shipping,2
902458,502386,3,2024-06-30,No Longer Needed,6
902459,506326,2,2025-02-06,No Longer Needed,4
902460,501788,2,2024-05-19,Defective,2
902461,506717,1,2025-03-29,Wrong Item,4
902462,510927,1,2025-12-10,Defective,3
902463,502784,3,2024-08-06,Wrong Item,2
902464,507171,1,2025-04-19,Better Price Found,4
902465,510646,1,2025-12-14,No Longer Needed,1
902466,504462,5,2024-11-09,Defective,2
902467,514275,5,2026-07-03,Wrong Item,5
902468,500238,3,2024-01-24,Better Price Found,4
902469,505417,3,2024-12-21,Better Price Found,3
902470,514449,4,2026-08-07,Defective,4
902471,506764,1,2025-03-17,Defective,2
902472,508318,4,2025-06-29,Damaged in Shipping,5
902473,507719,2,2025-06-03,Damaged in Shipping,2
902474,513877,3,2026-06-17,Defective,4
902475,507851,2,2025-05-26,Wrong Item,4
902476,514532,3,2026-07-21,Damaged in Shipping,2
902477,510330,3,2025-11-10,Better Price Found,1
902478,506591,3,2025-03-13,Better Price Found,4
902479,510118,5,2025-11-14,No Longer Needed,4
902480,503216,2,2024-09-12,Wrong Item,5
902481,509641,5,2025-10-11,No Longer Needed,2
902482,510494,1,2025-11-13,Damaged in Shipping,1
902483,505597,2,2025-01-17,Wrong Item,4
902484,509924,4,2025-10-31,No Longer Needed,4
902485,507271,2,2025-04-16,Better Price Found,1
902486,500099,1,2024-01-15,Better Price Found,4
902487,500780,3,2024-03-13,No Longer Needed,1
902488,514427,3,2026-07-26,Defective,4
902489,514152,2,2026-07-12,Damaged in Shipping,6
902490,509323,2,2025-09-17,Damaged in Shipping,1
902491,510978,2,2025-12-26,Wrong Item,3
902492,511668,2,2026-01-26,Better Price Found,2
902493,502764,1,2024-07-30,Wrong Item,2
902494,509263,2,2025-09-06,Better Price Found,1
902495,506777,3,2025-03-28,Wrong Item,4
902496,512337,5,2026-03-04,Better Price Found,5
902497,514390,2,2026-07-20,Damaged in Shipping,5
902498,504715,3,2024-12-09,No Longer Needed,4
902499,505674,1,2025-01-01,Wrong Item,1
902500,502903,5,2024-08-01,Defective,6
902501,513404,5,2026-05-03,Better Price Found,2
902502,503802,5,2024-10-17,Better Price Found,5
902503,507155,1,2025-04-27,Wrong Item,3
902504,503838,1,2024-09-29,Damaged in Shipping,1
902505,504001,2,2024-10-31,Defective,1
902506,512969,3,2026-04-28,Damaged in Shipping,3
902507,501712,4,2024-05-06,No Longer Needed,5
902508,507095,2,2025-04-21,Better Price Found,1
902509,502130,1,2024-07-01,Damaged in Shipping,5
902510,506113,2,2025-01-30,No Longer Needed,1
902511,513027,2,2026-04-07,Damaged in Shipping,5
902512,501258,4,2024-04-28,Defective,4
902513,505571,4,2025-01-03,Wrong Item,6
902514,508195,2,2025-07-09,Wrong Item,2
902515,504719,2,2024-11-29,No Longer Needed,6
902516,510640,1,2025-12-07,Defective,3
902517,503111,1,2024-09-03,Damaged in Shipping,5
902518,500248,1,2024-01-29,Damaged in Shipping,2
902519,511164,2,2026-01-07,Better Price Found,4
902520,510867,3,2025-12-10,Defective,1
902521,506639,2,2025-03-13,Defective,5
902522,501907,1,2024-05-24,Better Price Found,3
902523,513103,4,2026-05-11,Defective,1
902524,502006,1,2024-06-07,Defective,1
902525,514173,4,2026-07-15,Defective,5
902526,510152,3,2025-10-30,Better Price Found,3
902527,514549,2,2026-07-31,Damaged in Shipping,2
902528,502170,1,2024-06-20,Wrong Item,4
902529,509207,2,2025-09-01,Better Price Found,3
902530,507413,3,2025-05-06,Wrong Item,2
902531,510163,1,2025-11-18,Damaged in Shipping,5
902532,505376,2,2024-12-28,Better Price Found,1
902533,501990,1,2024-06-18,Defective,4
902534,505885,1,2025-01-26,Damaged in Shipping,2
902535,503274,1,2024-08-28,No Longer Needed,3
902536,512228,3,2026-02-16,No Longer Needed,5
902537,502697,5,2024-07-21,No Longer Needed,4
902538,504661,4,2024-12-08,Wrong Item,2
902539,511595,4,2026-01-01,No Longer Needed,2
902540,504102,2,2024-10-20,No Longer Needed,5
902541,504896,3,2024-12-02,Damaged in Shipping,6
902542,513203,3,2026-05-17,Defective,1
902543,509232,2,2025-09-19,Damaged in Shipping,3
902544,501657,5,2024-05-28,Defective,4
902545,505514,1,2025-01-14,No Longer Needed,1
902546,508163,3,2025-07-09,Defective,3
902547,505568,1,2025-01-17,No Longer Needed,2
902548,513041,1,2026-04-28,Wrong Item,3
902549,514046,2,2026-07-06,No Longer Needed,3
902550,512565,2,2026-03-11,Defective,2
902551,509411,2,2025-09-21,Better Price Found,2
902552,510926,2,2025-12-02,Better Price Found,1
902553,501714,3,2024-06-04,Better Price Found,2
902554,502493,2,2024-06-24,Better Price Found,5
902555,511377,1,2025-12-23,No Longer Needed,5
902556,501814,3,2024-05-29,Damaged in Shipping,1
902557,509474,5,2025-09-26,Better Price Found,1
902558,502863,3,2024-08-08,Better Price Found,2
902559,503367,2,2024-09-19,Wrong Item,1
902560,513436,3,2026-05-14,Better Price Found,1
902561,511693,3,2026-01-16,Wrong Item,3
902562,508872,4,2025-08-06,No Longer Needed,1
902563,512319,2,2026-03-15,No Longer Needed,5
902564,508302,2,2025-07-06,Wrong Item,5
902565,507761,2,2025-05-29,Wrong Item,2
902566,508184,2,2025-07-15,No Longer Needed,2
902567,509209,4,2025-09-05,Better Price Found,5
902568,508456,4,2025-07-09,Wrong Item,5
902569,501836,3,2024-05-27,Better Price Found,2
902570,500083,1,2024-01-15,Damaged in Shipping,6
902571,507208,1,2025-04-22,Defective,2
902572,504780,1,2024-11-17,Better Price Found,5
902573,505688,2,2025-01-09,No Longer Needed,3
902574,513772,1,2026-05-31,Damaged in Shipping,2
902575,500982,1,2024-03-26,Damaged in Shipping,4
902576,503098,3,2024-08-29,No Longer Needed,2
902577,511477,4,2025-12-30,Damaged in Shipping,4
902578,504362,3,2024-11-17,Damaged in Shipping,4
902579,510477,2,2025-12-01,Better Price Found,1
902580,513601,2,2026-06-02,Defective,3
902581,505511,3,2024-12-21,No Longer Needed,2
902582,500847,2,2024-03-26,No Longer Needed,6
902583,504930,1,2024-12-03,Damaged in Shipping,3
902584,511020,2,2025-12-03,Wrong Item,4
902585,509816,5,2025-10-30,Better Price Found,5
902586,514035,1,2026-06-30,Wrong Item,6
902587,511343,2,2025-12-27,Defective,2
902588,511271,4,2025-12-21,Wrong Item,4
902589,504130,1,2024-11-06,Better Price Found,2
902590,508448,3,2025-07-09,Damaged in Shipping,3
902591,512353,3,2026-02-26,Better Price Found,3
902592,509152,5,2025-08-31,Wrong Item,4
902593,505349,5,2024-12-19,Wrong Item,5
902594,507389,3,2025-05-21,Damaged in Shipping,4
902595,506959,4,2025-04-15,Better Price Found,3
902596,513862,4,2026-06-16,Defective,6
902597,501030,5,2024-03-24,Wrong Item,3
902598,507137,1,2025-04-06,Damaged in Shipping,4
902599,503418,2,2024-09-26,Better Price Found,5
902600,512511,3,2026-03-12,Defective,3
902601,512986,2,2026-04-21,No Longer Needed,6
902602,508338,3,2025-07-03,Wrong Item,1
902603,513421,2,2026-05-09,Damaged in Shipping,1
902604,504805,1,2024-11-29,Defective,1
902605,514224,3,2026-07-11,Better Price Found,1
902606,500684,2,2024-03-09,Better Price Found,5
902607,510552,1,2025-11-25,Better Price Found,4
902608,514009,3,2026-06-14,Defective,3
902609,507829,2,2025-06-12,Better Price Found,2
902610,504843,3,2024-11-26,Wrong Item,2
902611,501321,1,2024-04-29,No Longer Needed,6
902612,505684,3,2024-12-25,Damaged in Shipping,4
902613,504846,3,2024-12-13,Wrong Item,2
902614,513245,1,2026-05-02,Damaged in Shipping,2
902615,508691,2,2025-08-09,Defective,3
902616,509749,3,2025-10-16,Wrong Item,1
902617,500443,3,2024-02-12,Better Price Found,6
902618,511393,5,2026-01-03,Better Price Found,4
902619,501967,1,2024-06-07,Damaged in Shipping,4
902620,513548,2,2026-06-08,Damaged in Shipping,1
902621,505815,1,2025-01-05,No Longer Needed,4
902622,513531,1,2026-05-13,Defective,6
902623,504856,3,2024-12-05,Better Price Found,4
902624,507216,3,2025-05-09,No Longer Needed,3
902625,507178,3,2025-04-16,Damaged in Shipping,1
902626,508584,2,2025-07-23,Wrong Item,6
902627,510923,2,2025-12-01,No Longer Needed,6
902628,500887,2,2024-03-13,Wrong Item,6
902629,504945,1,2024-11-24,Defective,3
902630,504139,5,2024-11-06,Better Price Found,4
902631,512648,2,2026-04-02,Damaged in Shipping,5
902632,502034,1,2024-05-29,Defective,4
902633,509135,1,2025-09-06,Wrong Item,6
902634,509549,2,2025-10-04,No Longer Needed,1
902635,504077,2,2024-11-03,Defective,2
902636,513006,2,2026-05-01,Defective,2
902637,500395,1,2024-02-10,Better Price Found,3
902638,501268,4,2024-05-06,Damaged in Shipping,3
902639,506521,4,2025-02-24,Wrong Item,4
902640,503004,1,2024-08-15,Better Price Found,2
902641,504820,3,2024-12-15,No Longer Needed,5
902642,513868,2,2026-06-06,Wrong Item,4
902643,512988,5,2026-04-19,No Longer Needed,5
902644,508885,4,2025-08-25,Better Price Found,4
902645,504070,1,2024-11-06,Wrong Item,3
902646,511576,4,2026-01-21,Better Price Found,3
902647,503201,2,2024-08-25,Damaged in Shipping,1
902648,502514,3,2024-07-19,No Longer Needed,3
902649,512227,4,2026-02-14,Damaged in Shipping,3
902650,512591,1,2026-04-05,Defective,1
902651,501992,1,2024-05-27,Defective,5
902652,500927,2,2024-03-25,Better Price Found,3
902653,503453,1,2024-09-08,No Longer Needed,6
902654,502159,1,2024-06-18,Damaged in Shipping,4
902655,506784,1,2025-03-25,Better Price Found,4
902656,513672,4,2026-06-02,Better Price Found,3
902657,513140,1,2026-04-18,No Longer Needed,3
